"Label" "Cellcoord.X" "Cellcoord.Y" "area" "mean.ch2" "std.ch2" "min.ch2" "max.ch2" "BGcoord.ch2.X" "BGcoord.ch2.Y" "bg.area.ch2" "bg.mean.ch2" "bg.std.ch2" "bg.min.ch2" "bg.max.ch2" "area.ch3" "mean.ch3" "std.ch3" "min.ch3" "max.ch3" "BGcoord.ch3.X" "BGcoord.ch3.Y" "bg.area.ch3" "bg.mean.ch3" "bg.std.ch3" "bg.min.ch3" "bg.max.ch3" "Error" "Comment" "Well" "Run" "discard" "r.mean.ch2" "r.mean.ch3"
"197" "1772-067-038_A11" 271 153 214.599 27.336 7.496 8 44 221 203 214.599 23.102 4.64 11 34 214.599 46.701 39.142 5 139 221 203 214.599 13.007 4.104 2 23 "0-No Error" "No comment" "A11" "1772-067-038" FALSE 5.00248958333333 33.6337708333333
"198" "1772-067-038_A12" 237 153 214.599 81.161 51.581 11 186 187 203 214.599 22.803 4.908 11 35 214.599 90.708 74.04 6 241 187 203 214.599 12.839 4.629 3 28 "0-No Error" "No comment" "A12" "1772-067-038" FALSE 58.8274895833333 77.6407708333333
"199" "1772-067-038_B01" 269 161 214.599 45.109 23.279 14 102 219 211 214.599 22.409 4.466 13 34 214.599 16.416 5.016 3 30 219 211 214.599 14.255 4.505 1 26 "0-No Error" "No comment" "B01" "1772-067-038" FALSE 22.7754895833333 3.34877083333333
"200" "1772-067-038_B02" 239 162 214.599 28.015 8.655 8 45 189 212 214.599 22.547 4.697 7 34 214.599 36.139 26.314 5 110 189 212 214.599 12.54 4.374 2 26 "0-No Error" "No comment" "B02" "1772-067-038" FALSE 5.68148958333333 23.0717708333333
"201" "1772-067-038_B03" 272 162 214.599 71.693 54.443 12 217 222 212 214.599 23.591 4.718 13 37 214.599 14.066 4.415 4 26 222 212 214.599 13.606 4.298 3 27 "0-No Error" "No comment" "B03" "1772-067-038" FALSE 49.3594895833333 0.998770833333333
"202" "1772-067-038_B04" 268 153 214.599 56.255 37.073 11 140 218 203 214.599 22.686 4.417 11 33 214.599 70.416 65.302 3 215 218 203 214.599 13.693 4.319 5 25 "0-No Error" "No comment" "B04" "1772-067-038" FALSE 33.9214895833333 57.3487708333333
"203" "1772-067-038_B05" 234 153 214.599 78.27 45.411 14 182 184 203 214.599 23.321 4.621 12 34 214.599 15.066 4.531 5 26 184 203 214.599 12.511 4.111 1 22 "0-No Error" "No comment" "B05" "1772-067-038" FALSE 55.9364895833333 1.99877083333333
"204" "1772-067-038_B06" 266 153 214.599 96.314 71.154 21 266 216 203 214.599 22.869 4.771 8 34 214.599 14.445 4.822 3 27 216 203 214.599 13.226 4.096 4 26 "0-No Error" "No comment" "B06" "1772-067-038" FALSE 73.9804895833333 1.37777083333333
"205" "1772-067-038_B07" 233 162 214.599 25.869 5.887 14 42 183 212 214.599 21.672 4.807 7 34 214.599 23.73 10.422 7 46 183 212 214.599 13.577 4.174 6 24 "0-No Error" "No comment" "B07" "1772-067-038" FALSE 3.53548958333333 10.6627708333333
"206" "1772-067-038_B08" 266 161 214.599 21.971 4.933 8 35 216 211 214.599 23.248 4.569 14 35 214.599 12.08 4.424 2 27 216 211 214.599 14.036 4.461 4 24 "1-No cell" "No comment" "B08" "1772-067-038" TRUE -0.362510416666666 -0.987229166666667
"207" "1772-067-038_B09" 236 162 214.599 69.518 43.449 13 164 186 212 214.599 21.964 4.98 9 34 214.599 51.839 34.818 4 131 186 212 214.599 13.066 4.257 3 23 "0-No Error" "No comment" "B09" "1772-067-038" FALSE 47.1844895833333 38.7717708333333
"208" "1772-067-038_B10" 232 152 214.599 21.401 4.721 10 32 182 202 214.599 22.672 4.347 12 34 214.599 12.737 4.405 0 23 182 202 214.599 13.102 4.136 2 23 "1-No cell" "No comment" "B10" "1772-067-038" TRUE -0.932510416666666 -0.330229166666667
"209" "1772-067-038_B11" 265 151 214.599 79.562 55.599 12 199 215 201 214.599 22.774 4.342 9 34 214.599 26.336 12.872 8 61 215 201 214.599 12.606 4.44 0 25 "4-MultipleCells" "No comment" "B11" "1772-067-038" TRUE 57.2284895833333 13.2687708333333
"210" "1772-067-038_B12" 229 152 214.599 34.861 12.051 15 66 179 202 214.599 22.985 4.779 11 36 214.599 94.927 83.062 7 276 179 202 214.599 12.912 4.661 1 27 "0-No Error" "No comment" "B12" "1772-067-038" FALSE 12.5274895833333 81.8597708333333
"211" "1772-067-038_C01" 261 162 214.599 25.182 6.435 9 45 211 212 214.599 22.08 4.802 13 37 214.599 36.015 26.08 6 96 211 212 214.599 12.927 4.647 1 23 "0-No Error" "No comment" "C01" "1772-067-038" FALSE 2.84848958333333 22.9477708333333
"212" "1772-067-038_C02" 229 162 214.599 31.467 9.481 13 52 179 212 214.599 22.956 4.616 11 40 214.599 58.905 37.7 6 142 179 212 214.599 12.803 3.882 4 22 "0-No Error" "No comment" "C02" "1772-067-038" FALSE 9.13348958333333 45.8377708333333
"213" "1772-067-038_C03" 264 162 214.599 64.635 32.326 15 125 214 212 214.599 22.423 4.657 10 35 214.599 13.949 4.388 3 24 214 212 214.599 13.701 4.509 2 24 "0-No Error" "No comment" "C03" "1772-067-038" FALSE 42.3014895833333 0.881770833333333
"214" "1772-067-038_C04" 259 153 214.599 22.248 4.698 12 33 209 203 214.599 22.117 4.554 10 38 214.599 14.839 4.854 5 28 209 203 214.599 13.723 4.299 1 28 "0-No Error" "No comment" "C04" "1772-067-038" FALSE -0.0855104166666649 1.77177083333333
"215" "1772-067-038_C05" 227 151 214.599 43.292 19.451 17 87 177 201 214.599 23.197 4.906 9 36 214.599 62.431 44.051 3 153 177 201 214.599 12.737 4.31 3 26 "0-No Error" "No comment" "C05" "1772-067-038" FALSE 20.9584895833333 49.3637708333333
"216" "1772-067-038_C06" 260 152 214.599 65.029 40.323 13 173 210 202 214.599 21.708 4.62 12 36 214.599 13.241 5.156 0 25 210 202 214.599 13.102 3.98 4 27 "0-No Error" "No comment" "C06" "1772-067-038" FALSE 42.6954895833333 0.173770833333332
"217" "1772-067-038_C07" 226 162 214.599 24.657 5.513 12 40 176 212 214.599 21.898 4.565 9 33 214.599 18.635 6.65 5 36 176 212 214.599 12.912 4.489 0 22 "0-No Error" "No comment" "C07" "1772-067-038" FALSE 2.32348958333333 5.56777083333333
"218" "1772-067-038_C08" 259 161 214.599 21 4.869 9 34 209 211 214.599 21.949 4.531 4 33 214.599 11.964 4.425 2 24 209 211 214.599 12.832 4.36 0 25 "1-No cell" "No comment" "C08" "1772-067-038" TRUE -1.33351041666667 -1.10322916666667
"219" "1772-067-038_C09" 228 160 214.599 42.832 23.529 14 114 178 210 214.599 23.124 5.045 11 37 214.599 106.029 99.072 12 345 178 210 214.599 12.934 3.862 4 23 "0-No Error" "No comment" "C09" "1772-067-038" FALSE 20.4984895833333 92.9617708333333
"220" "1772-067-038_C10" 226 152 214.599 24.394 5.994 11 41 176 202 214.599 21.803 4.735 5 32 214.599 13.299 5.256 2 24 176 202 214.599 13.796 4.351 2 26 "0-No Error" "No comment" "C10" "1772-067-038" FALSE 2.06048958333333 0.231770833333332
"221" "1772-067-038_C11" 255 153 214.599 32.022 8.836 13 55 205 203 214.599 22.599 4.711 12 37 214.599 53.285 34.773 10 125 205 203 214.599 13.628 4.144 4 27 "0-No Error" "No comment" "C11" "1772-067-038" FALSE 9.68848958333333 40.2177708333333
"222" "1772-067-038_C12" 222 153 214.599 87.635 67.23 15 269 172 203 214.599 22.073 4.855 11 38 214.599 74.81 57.182 10 214 172 203 214.599 13.285 3.867 3 21 "0-No Error" "No comment" "C12" "1772-067-038" FALSE 65.3014895833333 61.7427708333333
"223" "1772-067-038_D01" 253 161 214.599 68.839 42.78 20 177 203 211 214.599 23.197 4.308 14 36 214.599 70.423 48.405 9 180 203 211 214.599 12.708 4.004 1 23 "0-No Error" "No comment" "D01" "1772-067-038" FALSE 46.5054895833333 57.3557708333333
"224" "1772-067-038_D02" 222 160 214.599 54.526 25.876 17 118 172 210 214.599 21.693 4.915 11 37 214.599 16.234 5.174 2 29 172 210 214.599 12.657 4.348 2 23 "0-No Error" "No comment" "D02" "1772-067-038" FALSE 32.1924895833333 3.16677083333333
"225" "1772-067-038_D03" 255 162 214.599 35.949 14.793 15 78 205 212 214.599 22.971 4.255 11 34 214.599 56.117 44.284 11 170 205 212 214.599 13.007 4.481 1 25 "0-No Error" "No comment" "D03" "1772-067-038" FALSE 13.6154895833333 43.0497708333333
"226" "1772-067-038_D04" 253 153 214.599 89.934 57.489 18 216 203 203 214.599 23 4.372 11 36 214.599 45.423 26.315 7 100 203 203 214.599 13.08 3.995 2 23 "4-MultipleCells" "No comment" "D04" "1772-067-038" TRUE 67.6004895833333 32.3557708333333
"227" "1772-067-038_D05" 220 152 214.599 23.635 5.654 10 37 170 202 214.599 21.445 4.894 8 33 214.599 17.182 5.094 5 32 170 202 214.599 12.343 4.642 1 25 "0-No Error" "No comment" "D05" "1772-067-038" FALSE 1.30148958333334 4.11477083333333
"228" "1772-067-038_D06" 251 153 214.599 33.81 12.507 13 78 201 203 214.599 22.168 5.051 11 34 214.599 119.219 106.559 8 398 201 203 214.599 12.635 4.442 3 24 "4-MultipleCells" "No comment" "D06" "1772-067-038" TRUE 11.4764895833333 106.151770833333
"229" "1772-067-038_D07" 215 161 214.599 65.942 33.564 21 150 165 211 214.599 22.015 4.63 7 36 214.599 27.022 11.051 4 65 165 211 214.599 13.27 4.034 3 23 "0-No Error" "No comment" "D07" "1772-067-038" FALSE 43.6084895833333 13.9547708333333
"230" "1772-067-038_D08" 249 162 214.599 26 6.408 10 45 199 212 214.599 22.847 4.544 9 36 214.599 27.518 17.451 5 80 199 212 214.599 12.686 5.025 3 27 "0-No Error" "No comment" "D08" "1772-067-038" FALSE 3.66648958333333 14.4507708333333
"231" "1772-067-038_D09" 218 163 214.599 102.102 79.125 20 276 168 213 214.599 21.759 5.501 9 34 214.599 86.861 68.021 10 237 168 213 214.599 12.752 4.464 0 22 "0-No Error" "No comment" "D09" "1772-067-038" FALSE 79.7684895833333 73.7937708333333
"232" "1772-067-038_D10" 216 155 214.599 28.015 7.332 11 52 166 205 214.599 21.993 4.772 10 33 214.599 48.394 28.866 9 116 166 205 214.599 12.891 4.395 0 23 "0-No Error" "No comment" "D10" "1772-067-038" FALSE 5.68148958333333 35.3267708333333
"233" "1772-067-038_D11" 247 154 214.599 26.883 6.029 11 46 197 204 214.599 22.796 5.015 6 36 214.599 51.934 27.993 16 122 197 204 214.599 12.781 4.522 1 24 "0-No Error" "No comment" "D11" "1772-067-038" FALSE 4.54948958333333 38.8667708333333
"234" "1772-067-038_D12" 213 153 214.599 57.956 23.959 21 113 163 203 214.599 22.095 4.549 11 34 214.599 81.92 50.328 18 212 163 203 214.599 13.533 4.27 2 25 "2-Debris" "No comment" "D12" "1772-067-038" TRUE 35.6224895833333 68.8527708333333
"235" "1772-067-038_E01" 244 164 214.599 26.971 7.752 7 44 194 214 214.599 23.905 4.465 13 35 214.599 34.139 24.231 3 91 194 214 214.599 13.161 4.51 0 26 "0-No Error" "No comment" "E01" "1772-067-038" FALSE 4.63748958333333 21.0717708333333
"236" "1772-067-038_E02" 213 164 214.599 76.898 69.104 14 258 163 214 214.599 22.372 4.703 10 33 214.599 40.73 35.633 4 137 163 214 214.599 13.175 4.442 1 26 "0-No Error" "No comment" "E02" "1772-067-038" FALSE 54.5644895833333 27.6627708333333
"237" "1772-067-038_E03" 243 164 214.599 56.942 36.399 8 140 193 214 214.599 22.35 4.76 10 34 214.599 13.956 4.573 4 25 193 214 214.599 11.803 4.578 0 22 "0-No Error" "No comment" "E03" "1772-067-038" FALSE 34.6084895833333 0.888770833333332
"238" "1772-067-038_E04" 238 156 214.599 25.248 6.265 4 41 188 206 214.599 23.175 5.015 11 35 214.599 18.394 8.217 2 42 188 206 214.599 13.153 4.141 4 24 "0-No Error" "No comment" "E04" "1772-067-038" FALSE 2.91448958333334 5.32677083333333
"239" "1772-067-038_E05" 209 156 214.599 24.54 7.244 7 41 159 206 214.599 22.416 5.335 9 37 214.599 21.686 10.984 6 48 159 206 214.599 12.438 4.151 3 22 "0-No Error" "No comment" "E05" "1772-067-038" FALSE 2.20648958333333 8.61877083333333
"240" "1772-067-038_E06" 242 157 214.599 23.839 6.026 7 40 192 207 214.599 22.613 4.923 11 34 214.599 22.562 14.052 1 60 192 207 214.599 13.467 4.091 3 24 "0-No Error" "No comment" "E06" "1772-067-038" FALSE 1.50548958333333 9.49477083333333
"241" "1772-067-038_E07" 209 164 214.599 128.19 128.649 15 488 159 214 214.599 22.46 4.544 11 33 214.599 114.255 124.92 8 430 159 214 214.599 13.307 4.23 3 23 "0-No Error" "No comment" "E07" "1772-067-038" FALSE 105.856489583333 101.187770833333
"242" "1772-067-038_E08" 238 162 214.599 27.007 7.661 12 49 188 212 214.599 22.657 4.891 9 35 214.599 54.204 50.653 6 200 188 212 214.599 12.898 4.108 1 25 "0-No Error" "No comment" "E08" "1772-067-038" FALSE 4.67348958333334 41.1367708333333
"243" "1772-067-038_E09" 206 164 214.599 26.869 7.399 10 48 156 214 214.599 22.474 4.817 10 34 214.599 27.131 14.548 5 63 156 214 214.599 13.051 4.075 3 22 "0-No Error" "No comment" "E09" "1772-067-038" FALSE 4.53548958333333 14.0637708333333
"244" "1772-067-038_E10" 201 156 214.599 21.365 4.497 11 33 151 206 214.599 21.555 4.446 10 35 214.599 11.453 4.15 2 19 151 206 214.599 13.518 4.255 5 23 "1-No cell" "No comment" "E10" "1772-067-038" TRUE -0.968510416666668 -1.61422916666667
"245" "1772-067-038_E11" 238 156 214.599 112.219 65.902 18 262 188 206 214.599 22.416 4.855 9 33 214.599 99.358 64.976 10 230 188 206 214.599 13.139 4.461 2 26 "0-No Error" "No comment" "E11" "1772-067-038" FALSE 89.8854895833333 86.2907708333333
"246" "1772-067-038_E12" 205 157 214.599 34.628 11.939 12 61 155 207 214.599 21.701 5.025 6 32 214.599 73.109 60.333 6 210 155 207 214.599 12.847 4.51 3 25 "0-No Error" "No comment" "E12" "1772-067-038" FALSE 12.2944895833333 60.0417708333333
"247" "1772-067-038_F01" 237 163 214.599 27.796 5.613 11 44 187 213 214.599 22.35 4.58 10 33 214.599 63.19 35.817 8 135 187 213 214.599 14.029 4.35 4 25 "0-No Error" "No comment" "F01" "1772-067-038" FALSE 5.46248958333333 50.1227708333333
"248" "1772-067-038_F02" 203 163 214.599 26.547 6.655 12 44 153 213 214.599 23.438 4.893 9 41 214.599 38.628 27.35 8 112 153 213 214.599 13.599 4.186 4 22 "0-No Error" "No comment" "F02" "1772-067-038" FALSE 4.21348958333333 25.5607708333333
"249" "1772-067-038_F03" 232 163 214.599 27.277 6.917 11 45 182 213 214.599 22.781 4.782 12 36 214.599 46.124 37.392 3 134 182 213 214.599 13.394 4.117 3 23 "0-No Error" "No comment" "F03" "1772-067-038" FALSE 4.94348958333333 33.0567708333333
"250" "1772-067-038_F04" 229 157 214.599 34.299 13.824 7 74 179 207 214.599 22.168 4.367 12 34 214.599 48.993 43.033 4 187 179 207 214.599 13.686 4.482 4 24 "0-No Error" "No comment" "F04" "1772-067-038" FALSE 11.9654895833333 35.9257708333333
"251" "1772-067-038_F05" 199 156 214.599 27.599 6.602 8 48 149 206 214.599 21.672 4.139 9 33 214.599 41.467 27.165 4 102 149 206 214.599 13.051 4.375 3 23 "0-No Error" "No comment" "F05" "1772-067-038" FALSE 5.26548958333333 28.3997708333333
"252" "1772-067-038_F06" 234 156 214.599 32.766 9.593 8 55 184 206 214.599 22.577 4.847 9 35 214.599 48.679 31.306 6 114 184 206 214.599 13.496 3.894 4 23 "0-No Error" "No comment" "F06" "1772-067-038" FALSE 10.4324895833333 35.6117708333333
"253" "1772-067-038_F07" 200 164 214.599 26.599 7.375 9 47 150 214 214.599 22.307 4.569 9 34 214.599 23.759 14.737 5 65 150 214 214.599 12.869 4.213 3 24 "0-No Error" "No comment" "F07" "1772-067-038" FALSE 4.26548958333333 10.6917708333333
"254" "1772-067-038_F08" 228 163 214.599 28.423 8.177 10 46 178 213 214.599 21.358 4.884 6 32 214.599 73.131 59.128 7 207 178 213 214.599 13.212 4.298 2 24 "0-No Error" "No comment" "F08" "1772-067-038" FALSE 6.08948958333333 60.0637708333333
"255" "1772-067-038_F09" 196 165 214.599 24.08 5.696 5 43 146 215 214.599 21.92 4.441 9 33 214.599 13.015 4 4 22 146 215 214.599 12.518 4.332 0 23 "1-No cell" "No comment" "F09" "1772-067-038" TRUE 1.74648958333333 -0.0522291666666668
"256" "1772-067-038_F10" 192 158 214.599 54.584 37.728 15 151 142 208 214.599 22.029 4.9 9 36 214.599 82.774 82.501 11 291 142 208 214.599 12.555 4.558 2 25 "0-No Error" "No comment" "F10" "1772-067-038" FALSE 32.2504895833333 69.7067708333333
"257" "1772-067-038_F11" 228 156 214.599 54.642 26.645 15 116 178 206 214.599 21.474 4.684 10 37 214.599 76.993 55.317 6 205 178 206 214.599 13.343 4.554 2 24 "0-No Error" "No comment" "F11" "1772-067-038" FALSE 32.3084895833333 63.9257708333333
"258" "1772-067-038_F12" 193 157 214.599 21.774 5.121 11 34 143 207 214.599 22.241 4.988 8 35 214.599 13.241 4.249 3 26 143 207 214.599 12.453 3.956 3 23 "1-No cell" "No comment" "F12" "1772-067-038" TRUE -0.559510416666665 0.173770833333332
"259" "1772-067-038_G01" 225 163 214.599 50.109 21.877 13 100 175 213 214.599 21.409 4.792 10 35 214.599 13.496 4.719 1 27 175 213 214.599 13.372 4.461 4 26 "0-No Error" "No comment" "G01" "1772-067-038" FALSE 27.7754895833333 0.428770833333333
"260" "1772-067-038_G02" 191 163 214.599 30.613 9.546 14 65 141 213 214.599 21.255 5.325 7 35 214.599 42.007 35.206 7 148 141 213 214.599 13.394 4.375 0 26 "0-No Error" "No comment" "G02" "1772-067-038" FALSE 8.27948958333333 28.9397708333333
"261" "1772-067-038_G03" 225 155 214.599 105.496 74.392 17 258 175 205 214.599 21.942 4.752 8 34 214.599 15.518 4.495 1 27 175 205 214.599 13.38 4.546 1 26 "0-No Error" "No comment" "G03" "1772-067-038" FALSE 83.1624895833333 2.45077083333333
"262" "1772-067-038_G04" 219 156 214.599 92.628 79.173 15 298 169 206 214.599 22.591 4.718 11 32 214.599 46.022 35.941 7 133 169 206 214.599 13.526 4.576 2 26 "0-No Error" "No comment" "G04" "1772-067-038" FALSE 70.2944895833333 32.9547708333333
"263" "1772-067-038_G05" 188 155 214.599 31.277 11.443 10 67 138 205 214.599 22.161 5.002 10 36 214.599 23.38 11.636 3 54 138 205 214.599 13.241 3.904 3 23 "0-No Error" "No comment" "G05" "1772-067-038" FALSE 8.94348958333333 10.3127708333333
"264" "1772-067-038_G06" 221 156 214.599 26.518 5.783 12 42 171 206 214.599 21.715 4.899 12 33 214.599 27.073 14.859 5 67 171 206 214.599 13.007 4.777 0 24 "0-No Error" "No comment" "G06" "1772-067-038" FALSE 4.18448958333333 14.0057708333333
"265" "1772-067-038_G07" 188 164 214.599 22.905 4.906 7 34 138 214 214.599 21.861 4.792 10 33 214.599 12.73 4.652 0 23 138 214 214.599 12.577 4.44 2 26 "1-No cell" "No comment" "G07" "1772-067-038" TRUE 0.571489583333335 -0.337229166666667
"266" "1772-067-038_G08" 218 164 214.599 27.474 6.48 12 43 168 214 214.599 22.445 4.806 12 39 214.599 55.153 43.246 10 167 168 214 214.599 13.321 4.248 2 24 "0-No Error" "No comment" "G08" "1772-067-038" FALSE 5.14048958333333 42.0857708333333
"267" "1772-067-038_G09" 184 166 214.599 76.956 66.571 16 258 134 216 214.599 22.044 4.455 13 34 214.599 78.942 75.506 1 279 134 216 214.599 13.679 3.761 6 22 "0-No Error" "No comment" "G09" "1772-067-038" FALSE 54.6224895833333 65.8747708333333
"268" "1772-067-038_G10" 180 157 214.599 22.387 4.739 12 35 130 207 214.599 21.905 4.555 9 35 214.599 12.292 4.439 2 23 130 207 214.599 13.007 4.708 2 26 "1-No cell" "No comment" "G10" "1772-067-038" TRUE 0.0534895833333344 -0.775229166666668
"269" "1772-067-038_G11" 216 157 214.599 29.73 7.083 13 49 166 207 214.599 21.876 4.217 9 33 214.599 28.905 15.205 4 70 166 207 214.599 13.066 4.206 1 23 "0-No Error" "No comment" "G11" "1772-067-038" FALSE 7.39648958333333 15.8377708333333
"270" "1772-067-038_G12" 183 156 214.599 22.095 4.84 9 38 133 206 214.599 21.672 5.031 9 33 214.599 13.226 4.071 5 26 133 206 214.599 13.27 4.346 4 25 "1-No cell" "No comment" "G12" "1772-067-038" TRUE -0.238510416666667 0.158770833333334
"271" "1772-067-038_H01" 214 163 214.599 49.131 40.063 12 201 164 213 214.599 21.292 4.919 9 35 214.599 70.745 59.465 3 234 164 213 214.599 12.752 4.364 0 23 "4-MultipleCells" "No comment" "H01" "1772-067-038" TRUE 26.7974895833333 57.6777708333333
"272" "1772-067-038_H02" 180 163 214.599 42.146 25.911 14 120 130 213 214.599 22.759 4.71 11 34 214.599 52.504 51.438 5 208 130 213 214.599 12.971 4.676 0 26 "4-MultipleCells" "No comment" "H02" "1772-067-038" TRUE 19.8124895833333 39.4367708333333
"273" "1772-067-038_H03" 210 163 214.599 27.489 5.958 10 44 160 213 214.599 22.891 5.449 11 38 214.599 42.27 23.383 7 99 160 213 214.599 12.898 4.337 3 25 "0-No Error" "No comment" "H03" "1772-067-038" FALSE 5.15548958333333 29.2027708333333
"274" "1772-067-038_H04" 209 155 214.599 108.277 68.216 20 234 159 205 214.599 21.409 5.123 8 35 214.599 100.54 70.153 10 225 159 205 214.599 12.964 4.506 0 29 "0-No Error" "No comment" "H04" "1772-067-038" FALSE 85.9434895833333 87.4727708333333
"275" "1772-067-038_H05" 177 156 214.599 104.664 63.234 21 244 127 206 214.599 22.416 4.498 10 34 214.599 61.438 34.707 11 135 127 206 214.599 13 4.203 3 26 "0-No Error" "No comment" "H05" "1772-067-038" FALSE 82.3304895833333 48.3707708333333
"276" "1772-067-038_H06" 211 156 214.599 44.526 20.51 16 84 161 206 214.599 21.672 4.607 10 33 214.599 56.628 37.209 8 138 161 206 214.599 12.431 4.498 1 28 "0-No Error" "No comment" "H06" "1772-067-038" FALSE 22.1924895833333 43.5607708333333
"277" "1772-067-038_H07" 176 164 214.599 28.438 8.674 10 55 126 214 214.599 22.299 4.322 11 34 214.599 15.818 6.232 2 33 126 214 214.599 13.08 4.562 0 26 "4-MultipleCells" "No comment" "H07" "1772-067-038" TRUE 6.10448958333333 2.75077083333333
"278" "1772-067-038_H08" 206 163 214.599 22.38 5.031 10 35 156 213 214.599 21.08 4.629 10 32 214.599 12.569 4.23 3 26 156 213 214.599 12.401 4.005 3 25 "1-No cell" "No comment" "H08" "1772-067-038" TRUE 0.046489583333333 -0.498229166666667
"279" "1772-067-038_H09" 171 164 214.599 23.394 4.747 10 36 121 214 214.599 21.657 4.998 9 34 214.599 13.248 4.09 5 24 121 214 214.599 13.365 4.027 0 25 "1-No cell" "No comment" "H09" "1772-067-038" TRUE 1.06048958333333 0.180770833333332
"280" "1772-067-038_H10" 170 154 214.599 22.051 5.205 11 37 120 204 214.599 21.518 4.57 10 35 214.599 13.117 4.502 1 26 120 204 214.599 13.27 4.535 3 25 "1-No cell" "No comment" "H10" "1772-067-038" TRUE -0.282510416666668 0.0497708333333335
"281" "1772-067-038_H11" 204 156 214.599 60.394 35.434 15 140 154 206 214.599 21.701 5.111 1 32 214.599 78.657 63.343 9 224 154 206 214.599 12.051 3.74 3 21 "0-No Error" "No comment" "H11" "1772-067-038" FALSE 38.0604895833333 65.5897708333333
"282" "1772-067-038_H12" 174 156 214.599 117.518 105.136 18 363 124 206 214.599 22.307 4.943 11 38 214.599 94.891 87.421 9 298 124 206 214.599 12.255 4.467 1 24 "0-No Error" "No comment" "H12" "1772-067-038" FALSE 95.1844895833333 81.8237708333333
"283" "1772-067-039_A01" 272 183 214.599 27.942 8.035 10 47 222 233 214.599 25.182 4.974 13 39 214.599 27.292 14.978 4 73 222 233 214.599 14.759 4.11 2 23 "0-No Error" "No comment" "A01" "1772-067-039" FALSE 5.80278125 14.3046875
"284" "1772-067-039_A02" 243 187 214.599 24.044 6.252 9 39 193 237 214.599 21.766 4.792 4 36 214.599 13.438 5.378 3 32 193 237 214.599 12.255 4.578 1 28 "1-No cell" "No comment" "A02" "1772-067-039" TRUE 1.90478125 0.450687500000001
"285" "1772-067-039_A03" 278 189 214.599 108.956 55.536 22 235 228 239 214.599 22.993 4.868 10 35 214.599 71.847 51.931 8 190 228 239 214.599 12.956 4.532 1 23 "4-MultipleCells" "No comment" "A03" "1772-067-039" TRUE 86.81678125 58.8596875
"286" "1772-067-039_A04" 273 185 214.599 35.175 14.594 13 79 223 235 214.599 23.285 4.842 10 34 214.599 75.628 76.16 5 253 223 235 214.599 12.898 4.356 0 24 "0-No Error" "No comment" "A04" "1772-067-039" FALSE 13.03578125 62.6406875
"287" "1772-067-039_A05" 240 183 214.599 25.664 6.658 13 43 190 233 214.599 21.255 4.872 11 34 214.599 33.307 23.285 7 97 190 233 214.599 12.328 4.238 3 23 "0-No Error" "No comment" "A05" "1772-067-039" FALSE 3.52478125 20.3196875
"288" "1772-067-039_A06" 267 179 214.599 20.672 4.484 9 34 217 229 214.599 22.861 5.301 8 37 214.599 13.073 4.4 2 23 217 229 214.599 12.745 4.836 0 30 "1-No cell" "No comment" "A06" "1772-067-039" TRUE -1.46721875 0.0856875000000006
"289" "1772-067-039_A07" 234 182 214.599 31.788 9.374 8 61 184 232 214.599 22.46 4.706 11 36 214.599 77.365 65.85 4 246 184 232 214.599 13.54 4.311 1 27 "0-No Error" "No comment" "A07" "1772-067-039" FALSE 9.64878125 64.3776875
"290" "1772-067-039_A08" 269 182 214.599 20.934 4.854 10 33 219 232 214.599 22.562 4.882 10 36 214.599 12.139 4.184 1 25 219 232 214.599 13.328 4.563 2 32 "1-No cell" "No comment" "A08" "1772-067-039" TRUE -1.20521875 -0.8483125
"291" "1772-067-039_A09" 237 182 214.599 36.328 13.462 15 74 187 232 214.599 21.015 4.274 12 35 214.599 53.234 42.339 0 152 187 232 214.599 13.277 4.532 3 23 "0-No Error" "No comment" "A09" "1772-067-039" FALSE 14.18878125 40.2466875
"292" "1772-067-039_A10" 234 180 214.599 67.299 46.053 14 169 184 230 214.599 22.372 4.982 10 35 214.599 83.672 74.451 7 258 184 230 214.599 13.153 4.239 4 22 "0-No Error" "No comment" "A10" "1772-067-039" FALSE 45.15978125 70.6846875
"293" "1772-067-039_A11" 264 179 214.599 120.693 83.773 19 286 214 229 214.599 21.62 5.159 7 34 214.599 14.051 4.396 4 34 214 229 214.599 12.949 4.385 1 25 "0-No Error" "No comment" "A11" "1772-067-039" FALSE 98.55378125 1.0636875
"294" "1772-067-039_A12" 231 178 214.599 21.46 4.411 12 35 181 228 214.599 22.438 4.452 13 34 214.599 13.153 4.232 3 23 181 228 214.599 12.46 4.15 2 21 "1-No cell" "No comment" "A12" "1772-067-039" TRUE -0.67921875 0.165687500000001
"295" "1772-067-039_B01" 263 180 214.599 20.839 4.583 9 31 213 230 214.599 21.942 4.239 12 34 214.599 11.847 4.643 1 28 213 230 214.599 13.015 4.118 3 23 "1-No cell" "No comment" "B01" "1772-067-039" TRUE -1.30021875 -1.1403125
"296" "1772-067-039_B02" 232 179 214.599 76.847 56.136 14 208 182 229 214.599 21.299 4.812 9 31 214.599 98.818 84.758 12 323 182 229 214.599 12.62 4.767 3 23 "0-No Error" "No comment" "B02" "1772-067-039" FALSE 54.70778125 85.8306875
"297" "1772-067-039_B03" 265 181 214.599 108.788 72.573 19 254 215 231 214.599 21.453 4.539 6 34 214.599 92.336 61.495 9 210 215 231 214.599 12.737 4.093 0 22 "0-No Error" "No comment" "B03" "1772-067-039" FALSE 86.64878125 79.3486875
