 	Label	Cellcoord.X	Cellcoord.Y	area	mean.ch2	std.ch2	min.ch2	max.ch2	BGcoord.ch2.X	BGcoord.ch2.Y	bg.area.ch2	bg.mean.ch2	bg.std.ch2	bg.min.ch2	bg.max.ch2	area.ch3	mean.ch3	std.ch3	min.ch3	max.ch3	BGcoord.ch3.X	BGcoord.ch3.Y	bg.area.ch3	bg.mean.ch3	bg.std.ch3	bg.min.ch3	bg.max.ch3	Error	Comment
275	1772-067-038_H05	177	156	214.599	104.664	63.234	21	244	127	206	214.599	22.416	4.498	10	34	214.599	61.438	34.707	11	135	127	206	214.599	13	4.203	3	26	0-No Error	No comment
276	1772-067-038_H06	211	156	214.599	44.526	20.510	16	84	161	206	214.599	21.672	4.607	10	33	214.599	56.628	37.209	8	138	161	206	214.599	12.431	4.498	1	28	0-No Error	No comment
277	1772-067-038_H07	176	164	214.599	28.438	8.674	10	55	126	214	214.599	22.299	4.322	11	34	214.599	15.818	6.232	2	33	126	214	214.599	13.080	4.562	0	26	4-MultipleCells	No comment
278	1772-067-038_H08	206	163	214.599	22.380	5.031	10	35	156	213	214.599	21.080	4.629	10	32	214.599	12.569	4.230	3	26	156	213	214.599	12.401	4.005	3	25	1-No cell	No comment
279	1772-067-038_H09	171	164	214.599	23.394	4.747	10	36	121	214	214.599	21.657	4.998	9	34	214.599	13.248	4.090	5	24	121	214	214.599	13.365	4.027	0	25	1-No cell	No comment
280	1772-067-038_H10	170	154	214.599	22.051	5.205	11	37	120	204	214.599	21.518	4.570	10	35	214.599	13.117	4.502	1	26	120	204	214.599	13.270	4.535	3	25	1-No cell	No comment
281	1772-067-038_H11	204	156	214.599	60.394	35.434	15	140	154	206	214.599	21.701	5.111	1	32	214.599	78.657	63.343	9	224	154	206	214.599	12.051	3.740	3	21	0-No Error	No comment
282	1772-067-038_H12	174	156	214.599	117.518	105.136	18	363	124	206	214.599	22.307	4.943	11	38	214.599	94.891	87.421	9	298	124	206	214.599	12.255	4.467	1	24	0-No Error	No comment
283	1772-067-039_A01	272	183	214.599	27.942	8.035	10	47	222	233	214.599	25.182	4.974	13	39	214.599	27.292	14.978	4	73	222	233	214.599	14.759	4.110	2	23	0-No Error	No comment
284	1772-067-039_A02	243	187	214.599	24.044	6.252	9	39	193	237	214.599	21.766	4.792	4	36	214.599	13.438	5.378	3	32	193	237	214.599	12.255	4.578	1	28	1-No cell	No comment
285	1772-067-039_A03	278	189	214.599	108.956	55.536	22	235	228	239	214.599	22.993	4.868	10	35	214.599	71.847	51.931	8	190	228	239	214.599	12.956	4.532	1	23	4-MultipleCells	No comment
286	1772-067-039_A04	273	185	214.599	35.175	14.594	13	79	223	235	214.599	23.285	4.842	10	34	214.599	75.628	76.160	5	253	223	235	214.599	12.898	4.356	0	24	0-No Error	No comment
287	1772-067-039_A05	240	183	214.599	25.664	6.658	13	43	190	233	214.599	21.255	4.872	11	34	214.599	33.307	23.285	7	97	190	233	214.599	12.328	4.238	3	23	0-No Error	No comment
288	1772-067-039_A06	267	179	214.599	20.672	4.484	9	34	217	229	214.599	22.861	5.301	8	37	214.599	13.073	4.400	2	23	217	229	214.599	12.745	4.836	0	30	1-No cell	No comment
289	1772-067-039_A07	234	182	214.599	31.788	9.374	8	61	184	232	214.599	22.460	4.706	11	36	214.599	77.365	65.850	4	246	184	232	214.599	13.540	4.311	1	27	0-No Error	No comment
290	1772-067-039_A08	269	182	214.599	20.934	4.854	10	33	219	232	214.599	22.562	4.882	10	36	214.599	12.139	4.184	1	25	219	232	214.599	13.328	4.563	2	32	1-No cell	No comment
291	1772-067-039_A09	237	182	214.599	36.328	13.462	15	74	187	232	214.599	21.015	4.274	12	35	214.599	53.234	42.339	0	152	187	232	214.599	13.277	4.532	3	23	0-No Error	No comment
292	1772-067-039_A10	234	180	214.599	67.299	46.053	14	169	184	230	214.599	22.372	4.982	10	35	214.599	83.672	74.451	7	258	184	230	214.599	13.153	4.239	4	22	0-No Error	No comment
293	1772-067-039_A11	264	179	214.599	120.693	83.773	19	286	214	229	214.599	21.620	5.159	7	34	214.599	14.051	4.396	4	34	214	229	214.599	12.949	4.385	1	25	0-No Error	No comment
294	1772-067-039_A12	231	178	214.599	21.460	4.411	12	35	181	228	214.599	22.438	4.452	13	34	214.599	13.153	4.232	3	23	181	228	214.599	12.460	4.150	2	21	1-No cell	No comment
295	1772-067-039_B01	263	180	214.599	20.839	4.583	9	31	213	230	214.599	21.942	4.239	12	34	214.599	11.847	4.643	1	28	213	230	214.599	13.015	4.118	3	23	1-No cell	No comment
296	1772-067-039_B02	232	179	214.599	76.847	56.136	14	208	182	229	214.599	21.299	4.812	9	31	214.599	98.818	84.758	12	323	182	229	214.599	12.620	4.767	3	23	0-No Error	No comment
297	1772-067-039_B03	265	181	214.599	108.788	72.573	19	254	215	231	214.599	21.453	4.539	6	34	214.599	92.336	61.495	9	210	215	231	214.599	12.737	4.093	0	22	0-No Error	No comment
298	1772-067-039_B04	259	177	214.599	27.255	7.683	14	47	209	227	214.599	21.547	4.842	10	35	214.599	29.453	22.827	7	105	209	227	214.599	13.146	3.774	5	22	0-No Error	No comment
299	1772-067-039_B05	225	174	214.599	39.920	16.618	10	81	175	224	214.599	21.679	4.760	9	36	214.599	24.496	10.487	9	52	175	224	214.599	13.241	4.204	4	23	0-No Error	No comment
300	1772-067-039_B06	258	177	214.599	21.577	4.876	10	33	208	227	214.599	22.212	4.432	11	33	214.599	12.737	3.839	3	23	208	227	214.599	12.591	4.542	2	26	1-No cell	No comment
301	1772-067-039_B07	225	180	214.599	28.270	7.029	13	48	175	230	214.599	20.956	4.832	10	34	214.599	51.584	30.939	7	123	175	230	214.599	12.511	4.613	0	23	0-No Error	No comment
302	1772-067-039_B08	258	178	214.599	24.080	5.978	9	43	208	228	214.599	22.708	5.065	11	35	214.599	18.255	6.901	5	38	208	228	214.599	12.555	4.431	2	24	0-No Error	No comment
303	1772-067-039_B09	229	177	214.599	26.168	6.368	12	47	179	227	214.599	22.029	5.090	8	37	214.599	22.270	8.532	6	46	179	227	214.599	12.978	4.415	1	27	0-No Error	No comment
304	1772-067-039_B10	224	172	214.599	23.066	5.181	10	39	174	222	214.599	21.248	4.493	10	31	214.599	13.708	4.332	2	26	174	222	214.599	13.153	4.493	3	24	0-No Error	Very small cell or debris?
305	1772-067-039_B11	257	173	214.599	21.547	5.573	6	32	207	223	214.599	22.161	5.128	9	32	214.599	12.737	4.150	4	22	207	223	214.599	13.051	4.217	1	24	1-No cell	No comment
306	1772-067-039_B12	222	176	214.599	31.511	10.070	15	61	172	226	214.599	22.146	4.800	12	34	214.599	37.540	21.980	8	95	172	226	214.599	12.095	4.911	0	28	4-MultipleCells	No comment
307	1772-067-039_C01	254	178	214.599	20.124	4.812	6	32	204	228	214.599	22.153	4.545	10	31	214.599	13.445	4.192	4	25	204	228	214.599	13.117	4.157	3	27	1-No cell	No comment
308	1772-067-039_C02	222	174	214.599	23.825	4.834	11	37	172	224	214.599	21.737	4.536	10	32	214.599	13.891	4.372	0	23	172	224	214.599	13.321	4.190	0	25	0-No Error	Small cell or debris?
309	1772-067-039_C03	257	179	214.599	21	4.848	11	33	207	229	214.599	21.526	4.489	10	31	214.599	13.146	3.992	4	25	207	229	214.599	12.715	4.614	0	28	1-No cell	No comment
310	1772-067-039_C04	250	175	214.599	32.044	9.577	10	57	200	225	214.599	22.504	4.552	11	34	214.599	22.146	9.075	5	50	200	225	214.599	13.547	4.708	1	26	0-No Error	No comment
311	1772-067-039_C05	216	169	214.599	22.314	5.186	10	39	166	219	214.599	21.883	4.852	8	34	214.599	13.504	4.161	1	23	166	219	214.599	13.409	4.304	4	29	1-No cell	No comment
312	1772-067-039_C06	247	174	214.599	24.591	5.288	14	39	197	224	214.599	21.701	5.023	11	39	214.599	15.971	5.287	3	30	197	224	214.599	13.212	3.870	2	22	0-No Error	Small cell or debris?
313	1772-067-039_C07	214	179	214.599	69.489	16.394	37	107	176	165	214.599	21.737	5.017	9	35	214.599	18.350	4.608	5	28	183	159	214.599	12.949	4.478	2	23	0-No Error	BG XY change
314	1772-067-039_C08	250	177	214.599	27.584	6.724	12	47	200	227	214.599	22.161	5.028	8	38	214.599	62.657	44.097	7	169	200	227	214.599	13.044	4.422	5	26	0-No Error	No comment
315	1772-067-039_C09	219	180	214.599	70.350	33.944	24	148	169	230	214.599	22.657	4.471	10	33	214.599	89.445	49.192	20	208	169	230	214.599	13.489	4.175	2	25	0-No Error	No comment
316	1772-067-039_C10	214	175	214.599	63.285	34.818	17	159	164	225	214.599	22.073	4.580	9	32	214.599	71.628	44.858	12	178	164	225	214.599	13.971	3.796	5	23	0-No Error	No comment
317	1772-067-039_C11	246	172	214.599	74.701	30.080	26	137	196	222	214.599	21.292	4.872	9	36	214.599	107.438	49.535	18	215	196	222	214.599	13.190	4.328	3	25	0-No Error	No comment
318	1772-067-039_C12	212	174	214.599	24.562	5.723	11	41	162	224	214.599	21.635	5.190	7	38	214.599	23.766	10.601	5	58	162	224	214.599	13.730	4.135	2	23	0-No Error	No comment
319	1772-067-039_D01	244	176	214.599	73.321	27.765	20	134	194	226	214.599	22.781	5.094	11	35	214.599	97.117	38.138	25	186	194	226	214.599	12.511	4.459	3	26	0-No Error	No comment
320	1772-067-039_D02	213	180	214.599	82.577	34.015	32	165	163	230	214.599	21.365	4.633	11	32	214.599	58.949	23.438	12	117	163	230	214.599	13.628	4.381	3	24	0-No Error	No comment
321	1772-067-039_D03	246	178	214.599	74.511	43.297	17	182	196	228	214.599	22.044	4.399	13	37	214.599	67.942	36.630	13	150	196	228	214.599	12.015	4.153	3	24	0-No Error	No comment
322	1772-067-039_D04	244	174	214.599	23.117	5.169	11	36	194	224	214.599	22.168	4.393	10	32	214.599	13.285	4.457	0	24	194	224	214.599	12.701	4.285	3	25	1-No cell	No comment
323	1772-067-039_D05	208	176	214.599	26.613	5.078	17	38	158	226	214.599	23.036	5.021	9	36	214.599	13.825	4.237	1	27	158	226	214.599	13.350	4.427	0	24	3-OutOfFocus	No comment
324	1772-067-039_D06	241	172	214.599	22.416	4.404	12	34	191	222	214.599	22.380	5.262	11	37	214.599	13.431	4.155	0	24	191	222	214.599	12.438	4.158	3	27	1-No cell	No comment
325	1772-067-039_D07	206	174	214.599	70.657	32.744	13	146	156	224	214.599	22.934	4.636	11	34	214.599	13.964	5.121	2	27	156	224	214.599	13.423	4.445	3	28	0-No Error	No comment
326	1772-067-039_D08	241	180	214.599	27.015	5.931	12	41	191	230	214.599	22.511	5.008	10	37	214.599	54.788	22.506	15	105	191	230	214.599	12.496	4.547	2	24	0-No Error	No comment
327	1772-067-039_D09	208	179	214.599	22.547	5.620	10	35	158	229	214.599	22.628	5.457	10	40	214.599	13.964	3.964	6	24	158	229	214.599	12.708	4.082	0	25	0-No Error	No comment
328	1772-067-039_D10	206	174	214.599	31.358	7.026	16	55	156	224	214.599	23.511	4.608	12	35	214.599	61.708	21.785	15	117	156	224	214.599	12.715	4.246	0	21	0-No Error	No comment
329	1772-067-039_D11	236	176	214.599	25.416	5.117	13	39	186	226	214.599	21.285	5.057	6	34	214.599	28.774	9.827	11	53	186	226	214.599	12.723	4.228	3	26	0-No Error	No comment
330	1772-067-039_D12	201	169	214.599	102.708	47.916	36	223	151	219	214.599	22.715	5.163	11	37	214.599	13.416	4.509	0	25	151	219	214.599	12.832	4.627	4	28	0-No Error	No comment
331	1772-067-039_E01	238	172	214.599	68.380	43.310	13	169	188	222	214.599	22.175	4.994	12	34	214.599	141.504	110.454	9	387	188	222	214.599	13.058	4.560	3	27	0-No Error	No comment
332	1772-067-039_E02	205	176	214.599	79.526	60.148	12	218	155	226	214.599	21.460	4.337	10	31	214.599	78.569	66.011	8	224	155	226	214.599	12.701	3.915	3	22	0-No Error	No comment
333	1772-067-039_E03	235	176	214.599	21.526	4.753	9	36	185	226	214.599	22.080	4.529	12	33	214.599	12.234	4.661	2	31	185	226	214.599	13.088	4.377	1	23	1-No cell	No comment
334	1772-067-039_E04	231	172	214.599	66.029	45.238	15	168	181	222	214.599	22.577	4.946	10	34	214.599	89.219	80.663	7	272	181	222	214.599	12.204	4.520	1	23	0-No Error	No comment
335	1772-067-039_E05	200	171	214.599	22.066	5.144	9	45	150	221	214.599	21.599	4.702	10	37	214.599	13.569	4.511	2	25	150	221	214.599	12.467	4.711	0	26	1-No cell	No comment
336	1772-067-039_E06	233	168	214.599	28.219	8.374	12	47	183	218	214.599	22.328	4.731	7	33	214.599	60.920	61.057	4	244	183	218	214.599	13.234	4.770	0	25	0-No Error	No comment
337	1772-067-039_E07	201	177	214.599	95.803	64.735	20	254	151	227	214.599	21.109	4.843	10	34	214.599	92.905	72.955	14	265	151	227	214.599	13.277	3.985	3	23	4-MultipleCells	No comment
338	1772-067-039_E08	233	175	214.599	85.540	54.526	17	194	183	225	214.599	23.109	5.103	9	35	214.599	14.518	4.843	4	27	183	225	214.599	13.650	4.370	3	26	0-No Error	No comment
339	1772-067-039_E09	199	178	214.599	102.912	82.719	19	341	149	228	214.599	22.409	4.767	13	35	214.599	68.022	57.399	0	231	149	228	214.599	12.453	4.480	2	26	0-No Error	No comment
342	1772-067-039_E10	195	173	214.599	22.117	4.950	9	36	145	223	214.599	22.693	4.614	8	35	214.599	13.445	4.762	4	27	145	223	214.599	12.942	3.994	3	24	1-No cell	No comment
343	1772-067-039_E11	229	172	214.599	20.883	4.621	7	38	179	222	214.599	22.234	4.818	10	34	214.599	11.336	4.180	0	22	179	222	214.599	12.547	4.201	4	24	1-No cell	No comment
344	1772-067-039_E12	198	172	214.599	21.066	5.105	5	33	148	222	214.599	22	4.990	7	33	214.599	13.175	4.183	2	22	148	222	214.599	12.679	4.230	2	28	1-No cell	No comment
345	1772-067-039_F01	231	176	214.599	34.584	10.691	12	62	181	226	214.599	22.139	4.605	12	34	214.599	69.270	58.357	6	227	181	226	214.599	13.219	3.878	2	22	4-MultipleCells	No comment
346	1772-067-039_F02	198	179	214.599	99.117	89.395	16	340	148	229	214.599	21.401	5.043	7	36	214.599	97.234	100.587	8	346	148	229	214.599	12.920	4.461	2	25	0-No Error	No comment
347	1772-067-039_F03	228	180	214.599	63.978	51.774	18	205	178	230	214.599	21.642	4.372	11	33	214.599	57.226	56.332	4	215	178	230	214.599	12.547	4.366	1	24	0-No Error	No comment
348	1772-067-039_F04	225	175	214.599	67.365	46.282	13	184	175	225	214.599	22.219	4.966	7	35	214.599	61.095	47.362	7	165	175	225	214.599	12.511	3.896	4	22	0-No Error	No comment
349	1772-067-039_F05	193	174	214.599	39.088	18.606	15	83	143	224	214.599	21.620	4.977	10	38	214.599	39.869	29.453	5	106	143	224	214.599	12.934	4.166	0	22	0-No Error	No comment
350	1772-067-039_F06	225	174	214.599	87.547	58.960	18	217	175	224	214.599	22.022	4.633	9	34	214.599	122.263	104.690	11	402	175	224	214.599	13.292	4.822	0	24	0-No Error	No comment
351	1772-067-039_F07	197	179	214.599	26.285	7.036	12	45	147	229	214.599	21.664	4.612	10	36	214.599	36.898	24.853	0	94	147	229	214.599	13.058	4.698	3	22	0-No Error	No comment
352	1772-067-039_F08	227	178	214.599	78.854	52.644	15	197	177	228	214.599	22.365	4.693	12	34	214.599	38.591	23.580	4	93	177	228	214.599	13.066	3.963	5	22	0-No Error	No comment
353	1772-067-039_F09	193	181	214.599	21.876	4.964	10	33	143	231	214.599	21.825	4.686	8	35	214.599	12.212	4.517	2	22	143	231	214.599	13.036	4.186	1	30	1-No cell	No comment
354	1772-067-039_F10	191	176	214.599	24.650	6.163	11	45	141	226	214.599	21.460	4.136	9	35	214.599	21.445	11.977	4	55	141	226	214.599	13.526	4.599	1	25	0-No Error	No comment
355	1772-067-039_F11	222	175	214.599	20.934	4.631	8	34	172	225	214.599	23.036	4.305	12	34	214.599	11.861	4.264	0	22	172	225	214.599	12.219	4.289	2	22	1-No cell	No comment
356	1772-067-039_F12	192	175	214.599	73.270	38.690	14	145	142	225	214.599	21.073	5.280	9	38	214.599	27.657	11.591	8	61	142	225	214.599	12.591	4.076	2	23	0-No Error	No comment
357	1772-067-039_G01	225	180	214.599	21.496	4.253	13	33	175	230	214.599	22.226	5.051	11	36	214.599	12.978	4.133	1	26	175	230	214.599	13.825	4.234	3	24	1-No cell	No comment
358	1772-067-039_G02	190	185	214.599	110.255	80.135	21	289	140	235	214.599	21.299	4.728	6	31	214.599	15.036	4.976	4	30	140	235	214.599	13.445	4.067	0	21	0-No Error	No comment
359	1772-067-039_G03	221	181	214.599	26.642	7.384	9	46	171	231	214.599	22.796	4.600	13	34	214.599	46.730	36.832	5	132	171	231	214.599	12.606	4.302	1	25	0-No Error	No comment
360	1772-067-039_G04	217	177	214.599	29.423	9.456	11	54	167	227	214.599	23.745	5.054	12	36	214.599	73.387	68.928	4	265	167	227	214.599	13.161	4.334	4	23	0-No Error	No comment
361	1772-067-039_G05	187	176	214.599	25.307	5.922	12	42	137	226	214.599	22.584	5.071	8	36	214.599	26.263	13.235	6	62	137	226	214.599	13.891	4.242	3	26	0-No Error	No comment
362	1772-067-039_G06	220	176	214.599	50.088	26.818	15	105	170	226	214.599	22.482	4.639	12	34	214.599	73.467	57.424	6	199	170	226	214.599	12.788	4.295	0	22	0-No Error	No comment
363	1772-067-039_G07	188	184	214.599	58.409	27.631	18	112	138	234	214.599	21.978	4.769	10	33	214.599	43.467	23.241	10	98	138	234	214.599	12.905	4.513	3	29	0-No Error	No comment
364	1772-067-039_G08	219	182	214.599	108.737	97.694	16	345	169	232	214.599	23.073	4.909	14	35	214.599	78.270	75.320	8	255	169	232	214.599	13.139	4.464	1	26	0-No Error	No comment
365	1772-067-039_G09	187	182	214.599	84.212	71.874	7	252	137	232	214.599	20.978	4.420	10	35	214.599	56.460	50.130	4	188	137	232	214.599	12.482	3.763	0	20	0-No Error	No comment
366	1772-067-039_G10	182	177	214.599	22.650	5.852	9	38	132	227	214.599	22.263	4.706	11	33	214.599	13.285	4.246	2	23	132	227	214.599	13.518	4.180	3	26	0-No Error	No comment
367	1772-067-039_G11	214	177	214.599	63.431	39.075	17	153	164	227	214.599	23.066	4.570	7	35	214.599	80.693	59.393	6	220	164	227	214.599	12.752	4.345	0	24	0-No Error	No comment
368	1772-067-039_G12	183	179	214.599	34.153	9.230	13	55	133	229	214.599	21.993	4.619	11	35	214.599	74.657	46.804	11	183	133	229	214.599	13.927	4.933	3	28	0-No Error	No comment
369	1772-067-039_H01	216	180	214.599	48.832	27.671	9	123	166	230	214.599	22.708	4.751	10	34	214.599	112.934	104.413	6	375	166	230	214.599	13	4.159	3	26	0-No Error	No comment
370	1772-067-039_H02	184	180	214.599	26.307	6.748	10	47	134	230	214.599	21.774	4.141	12	33	214.599	63.927	50.686	7	178	134	230	214.599	13.482	4.981	4	24	0-No Error	No comment
371	1772-067-039_H03	213	179	214.599	27.715	6.716	12	43	163	229	214.599	22.569	4.524	12	34	214.599	23.971	12.975	5	59	163	229	214.599	12.891	4.529	3	25	0-No Error	No comment
372	1772-067-039_H04	209	176	214.599	84.818	64.183	14	226	159	226	214.599	22.380	4.771	9	34	214.599	67.803	56.767	9	198	159	226	214.599	12.555	4.279	0	24	0-No Error	No comment
373	1772-067-039_H05	179	176	214.599	21.139	4.366	8	31	129	226	214.599	22.058	4.731	4	36	214.599	12.620	4.339	1	25	129	226	214.599	13.599	4.316	3	27	1-No cell	No comment
374	1772-067-039_H06	211	176	214.599	24.504	5.552	13	39	161	226	214.599	21.672	4.404	11	32	214.599	45.328	32.295	6	132	161	226	214.599	12.255	4.275	0	25	0-No Error	No comment
375	1772-067-039_H07	179	178	214.599	50.372	26.277	10	107	129	228	214.599	21.657	4.465	8	30	214.599	67.226	46.499	7	166	129	228	214.599	13.066	4.313	1	24	0-No Error	No comment
376	1772-067-039_H08	209	178	214.599	29.460	8.249	12	48	159	228	214.599	22.504	4.969	9	36	214.599	86.343	70.209	12	232	159	228	214.599	12.723	4.519	0	22	0-No Error	No comment
377	1772-067-039_H09	177	176	214.599	91.022	67.790	17	275	127	226	214.599	21.139	4.692	7	34	214.599	14.255	4.884	0	26	127	226	214.599	12.394	4.478	2	25	0-No Error	No comment
378	1772-067-039_H10	176	173	214.599	23.577	6.104	8	40	126	223	214.599	22.029	4.718	8	34	214.599	13.234	4.141	4	27	126	223	214.599	13.423	4.539	0	24	0-No Error	No comment
379	1772-067-039_H11	207	174	214.599	24.336	5.717	7	39	157	224	214.599	22.518	4.191	14	35	214.599	18.350	7.620	4	38	157	224	214.599	12.949	4.224	3	23	0-No Error	No comment
380	1772-067-039_H12	177	175	214.599	27.102	8.721	6	47	127	225	214.599	22.029	5.115	7	36	214.599	55.730	39.905	6	135	127	225	214.599	13.212	4.532	1	24	0-No Error	No comment
